time,open,high,low,close,"GLD/TLT, CBOE BZX: Open","GLD/TLT, CBOE BZX: High","GLD/TLT, CBOE BZX: Low","GLD/TLT, CBOE BZX: Close",Commercials long,Commercials short,Commercials net,Large Speculators long,Large Speculators short,Large Speculators net,Small Speculators long,Small Speculators short,Small Speculators net,Volume,Volume MA,OI,Commercials long,Commercials short,Commercials net,Large Speculators long,Large Speculators short,Large Speculators net,Small Speculators long,Small Speculators short,Small Speculators net
2006-05-22T13:30:00Z,36.52,37.28999,35.87,37.23,0.7593116454502593,0.7717763857700035,0.7552083333333333,0.7717763857700035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,197100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-05-23T13:30:00Z,37.75,39.22,37.75,37.96001,0.7851280190362879,0.7942289498580889,0.7843627275972866,0.7850047303689687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,620900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-05-24T13:30:00Z,37.13,37.57001,35.87,36.52,0.7644145737530951,0.7665882352941176,0.7479001537915533,0.757210312386488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,638600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-05-25T13:30:00Z,37.17999,38.32001,36.98,38.32001,0.7568460812086875,0.7677702622522844,0.7568460812086875,0.7677702622522844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,367000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-05-26T13:30:00Z,38.74001,38.74001,37.77029,38.5504,0.7717234364051002,0.7730673586192426,0.7570358915763102,0.7730673586192426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,269400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-05-30T13:30:00Z,39.5,39.72,38.11,38.17,0.7744387694500535,0.7857652431791222,0.773553522632767,0.773553522632767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,559100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-05-31T13:30:00Z,38.89999,39.13,38.12,38.85001,0.7769741522409296,0.7769741522409296,0.7607083034218712,0.767658659017569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,350700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-01T13:30:00Z,37.2,38.58,37.17,38.53,0.7452038063793532,0.7510734732824427,0.7414516207016651,0.7473419248187881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,641300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-02T13:30:00Z,39.31,39.39,38.8,39.13,0.7448065391879131,0.7490870538343739,0.74,0.7489091577909137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,277300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-05T13:30:00Z,40.27,40.27,38.095,38.13,0.7525057186652517,0.7567789723203286,0.7468951303863602,0.7474019541098198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,436000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-06T13:30:00Z,38.03,38.03,36.716,37.00999,0.7391920623671155,0.7391920623671155,0.7348802467949184,0.7351904090267983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,663600,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-07T13:30:00Z,36.31,37.55,35.82001,36.14,0.7263069750973681,0.7385429214403147,0.7247491700825953,0.7318448023684134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,484100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-08T13:30:00Z,35.27,35.38,33.62,35.27,0.721492172513823,0.721492172513823,0.7100222065562213,0.7143192212970564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,812800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-09T13:30:00Z,35.75,36.19,34.86,35.07001,0.7166958738493411,0.7166958738493411,0.6995899590404265,0.7052029864675688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,542200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-12T13:30:00Z,35.48,35.63,33.75999,33.78,0.7093838362959659,0.7093838362959659,0.6997319850486053,0.6997319850486053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,584700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-13T13:30:00Z,32.66,33.14999,31.82001,32.2,0.6767618314779462,0.6824527577379568,0.6513685904055224,0.6513685904055224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1580900,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-14T13:30:00Z,32.85001,33.5,32.25,33.03,0.6625729824561404,0.6651472650771388,0.6483335296195972,0.6544298559324796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,646800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-15T13:30:00Z,34.39999,35.05,34,34.94,0.6744597945448104,0.6791607732201791,0.6673379931287762,0.6783433136094675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,882200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-16T13:30:00Z,35,35,34.3,34.57001,0.6765053128689492,0.6841417388210176,0.6703492124434797,0.6841417388210176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,602300,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-19T13:30:00Z,34.17,34.47,33.57001,33.60001,0.6750980079446612,0.6792028329817099,0.6686114551083592,0.6694381755552916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,366100,576155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-20T13:30:00Z,33.91,34.73,33.60001,34.34,0.6732437893735885,0.6827414182206912,0.6695278969957081,0.6817370612730518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,388500,585725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-21T13:30:00Z,34.60001,36.03999,34.60001,35.86,0.6720474777448071,0.6975667655786351,0.6720474777448071,0.6938264905642333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,551000,582230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-22T13:30:00Z,36,36.21001,35.17,35.64,0.6938215648854962,0.698569809126318,0.6900430828147438,0.6906328508194759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,590000,579800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006-06-23T13:30:00Z,35.17,36.5,35.14999,36.28,0.6848839990432911,0.6962856801624268,0.6848839990432911,0.6951571565571805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,467800,584840,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
