GOLD,TIP
954.25,-1.78
953.5,-1.81
964.5,-1.85
960.75,-1.87
960.5,-1.88
953.5,-1.83
946,-1.8
943.5,-1.84
956,-1.8
957.5,-1.85
937.5,-1.79
938.25,-1.78
934.25,-1.7
943.5,-1.6
941.5,-1.69
953.75,-1.67
947.5,-1.72
949.5,-1.72
943.5,-1.75
950.75,-1.76
949.75,-1.74
955,-1.71
982.5,-1.69
987.25,-1.7
1004.5,-1.66
995.75,-1.66
988.5,-1.59
998.25,-1.59
994.25,-1.65
997.5,-1.64
1017,-1.62
1020.5,-1.62
1014,-1.68
999.25,-1.69
1015.75,-1.65
1014.75,-1.63
1014,-1.64
997,-1.6
990.5,-1.57
991.75,-1.59
1001.25,-1.56
1005.75,-1.5
998,-1.54
1004.25,-1.51
1020.25,-1.53
1047,-1.45
1054.75,-1.49
1046.75,-1.56
1064.5,-1.46
1066,-1.51
1052.5,-1.5
1047.75,-1.45
1054.5,-1.38
1064,-1.37
1053.5,-1.43
1054.75,-1.49
1061.25,-1.51
1055,-1.59
1040.75,-1.49
1035.5,-1.48
1034,-1.5
1044.5,-1.41
1052,-1.41
1058,-1.45
1091.75,-1.45
1088,-1.41
1095,-1.37
1108.5,-1.3
1099.75,-1.31
1116,-1.33
1107.5,-1.31
1128.75,-1.21
1131.75,-1.2
1146,-1.21
1136,-1.21
1142.5,-1.21
1166,-1.2
1170.25,-1.21
1176.5,-1.16
1164.5,-1.15
1172,-1.13
1193.5,-1.14
1211.5,-1.18
1218.25,-1.24
1203.25,-1.34
1147.5,-1.31
1164.25,-1.31
1142.25,-1.36
1125.75,-1.4
1140,-1.41
1120,-1.37
1115,-1.37
1134,-1.34
1121.5,-1.28
1106.5,-1.31
1113.25,-1.39
1094.25,-1.43
1080.5,-1.46
1104.5,-1.5
1103,-1.46
1092.5,-1.44
1104,-1.48
1113,-1.47
1125.25,-1.43
1125,-1.48
1130.75,-1.44
1121.75,-1.41
1158,-1.47
1152.75,-1.35
1132.75,-1.43
1137.5,-1.4
1132,-1.34
1134,-1.35
1129,-1.31
1104,-1.29
1096.5,-1.31
1103.5,-1.33
1090.75,-1.31
1094.75,-1.35
1091.75,-1.35
1082.75,-1.3
1082,-1.29
1114,-1.26
1118.5,-1.3
1102.5,-1.27
1052.25,-1.32
1070,-1.35
1068,-1.37
1075.5,-1.44
1079.5,-1.47
1078.25,-1.46
1115.25,-1.42
1118.25,-1.46
1105.5,-1.48
1107,-1.52
1119.75,-1.55
1112,-1.5
1093,-1.51
1092.75,-1.51
1112.5,-1.48
1117.25,-1.46
1116,-1.46
1136.25,-1.46
1136.25,-1.44
1135,-1.48
1134,-1.49
1120,-1.48
1124.5,-1.49
1106,-1.49
1118.75,-1.45
1104,-1.46
1113.25,-1.42
1131.25,-1.4
1122.75,-1.45
1121.5,-1.5
1104.25,-1.48
1100.75,-1.49
1094,-1.6
1093.5,-1.65
1098,-1.62
1111.25,-1.66
1109.75,-1.66
1109.5,-1.6
1116,-1.61
1124,-1.68
1133.25,-1.55
1146.5,-1.58
1156,-1.56
1163.5,-1.52
1149.25,-1.5
1159,-1.54
1151.25,-1.49
1157,-1.46
1127.5,-1.49
1142.5,-1.47
1143.75,-1.42
1144.25,-1.46
1140,-1.47
1154,-1.46
1152.25,-1.37
1164.25,-1.4
1170,-1.31
1175.25,-1.29
1184.25,-1.31
1172,-1.3
1178,-1.25
1199.6,-1.3
1188.25,-1.33
1209,-1.31
1241.25,-1.28
1235,-1.28
1238.75,-1.26
1230.25,-1.31
1215,-1.25
1209.5,-1.32
1187.25,-1.36
1183.5,-1.33
1183.75,-1.35
1189.5,-1.33
1212.5,-1.3
1210.75,-1.33
1214,-1.32
1219.75,-1.32
1221,-1.36
1219.75,-1.34
1203.5,-1.26
1212.4,-1.25
1248,-1.29
1235,-1.28
1220,-1.35
1220.5,-1.29
1229.5,-1.31
1223,-1.32
1235.5,-1.28
1234.5,-1.22
1244,-1.25
1259.5,-1.24
1235.25,-1.2
1243,-1.19
1233.25,-1.23
1242.5,-1.21
1256,-1.17
1236,-1.14
1240.5,-1.15
1240,-1.21
1210.5,-1.27
1210.75,-1.26
1186,-1.3
1201.25,-1.25
1196.25,-1.26
1203.75,-1.26
1206.5,-1.28
1212.25,-1.23
1211.75,-1.21
1204.75,-1.25
1190.25,-1.29
1181.5,-1.28
1191.25,-1.19
1187,-1.21
1198.75,-1.24
1189,-1.24
1184,-1.26
1164,-1.22
1166,-1.21
1168,-1.14
1178,-1.13
1184,-1.07
1194.5,-1.12
1195.5,-1.07
1194.5,-1.04
1206,-1.04
1196.75,-0.95
1198,-0.95
1200,-1.05
1215,-1
1222,-0.95
1226.25,-1.01
1223,-1.02
1228,-1.02
1230.5,-1.05
1227,-1.05
1218,-1.01
1237.5,-1.01
1240.25,-0.95
1234.5,-1.05
1233.5,-0.95
1250,-1.02
1247.75,-1.05
1252,-1.1
1247.25,-0.98
1258,-1.02
1253.5,-1.05
1248.75,-1.02
1243,-0.94
1253.25,-0.93
1270.4,-0.97
1271.25,-1
1281.5,-1
1280.25,-0.94
1278.75,-0.78
1291.75,-0.74
1291.5,-0.77
1298,-0.81
1298.25,-0.79
1289,-0.69
1307.5,-0.74
1311,-0.75
1313,-0.75
1316,-0.72
1325.75,-0.65
1347,-0.52
1359.5,-0.53
1330.5,-0.45
1343.5,-0.49
1358.5,-0.44
1380.75,-0.41
1377.25,-0.5
1359.75,-0.47
1367.75,-0.44
1340.5,-0.47
1345.25,-0.5
1319,-0.5
1345,-0.45
1334,-0.52
1332.25,-0.62
1326.5,-0.57
1336.75,-0.5
1361.5,-0.49
1358,-0.49
1358.5,-0.5
1361,-0.44
1384.25,-0.48
1390,-0.48
1416.25,-0.58
1402,-0.56
1387,-0.71
1367,-0.87
1363.25,-0.87
1336.5,-0.84
1356.75,-0.83
1357.5,-0.77
1357.5,-0.7
1361,-0.69
1376.25,-0.8
1366.5,-0.75
1360,-0.73
1375,-0.74
1391.5,-0.83
1390,-0.84
1391.75,-0.86
1411.5,-0.79
1426,-0.92
1395,-1.07
1382,-1.09
1390,-1.16
1388.25,-1.11
1405,-1.27
1388.25,-1.22
1384,-1.15
1374.75,-1.05
1381,-1.07
1386,-1.06
1389,-1.03
1384,-1.08
1403.5,-1.06
1411.5,-1.08
1410.25,-1
1405.5,-1.01
1382.75,-1.08
1376,-1.03
1358,-0.98
1368.25,-0.96
1381,-0.97
1383.5,-0.98
1380.75,-0.97
1369.25,-1
1368.75,-0.99
1373.75,-0.99
1364.5,-1.22
1344,-1.2
1347.5,-1.18
1326,-1.11
1335.5,-1.16
1337.5,-1.16
1316,-1.09
1333.5,-1.08
1337.5,-1.11
1337,-1.16
1332.5,-1.23
1347.5,-1.3
1347,-1.32
1354,-1.39
1362.5,-1.34
1358.75,-1.39
1359,-1.36
1356.75,-1.34
1372.25,-1.33
1374.5,-1.37
1377,-1.31
1385.5,-1.25
1394.5,-1.12
1401.25,-1.1
1414.5,-1.05
1405,-1.02
1409.75,-1.03
1414.5,-1
1430.5,-1.01
1430.5,-1.09
1418,-1
1437,-1
1435,-1.01
1431.5,-0.98
1424.25,-0.91
1409.75,-0.96
1424.5,-0.93
1407,-0.93
1398.5,-0.85
1403.5,-0.82
1415.5,-0.85
1427.75,-0.9
1425.5,-0.95
1433,-0.98
1441.25,-0.95
1434,-1.02
1420,-1.01
1414,-1.03
1419,-1
1431,-0.99
1434.5,-0.94
1432.5,-0.91
1434.5,-0.94
1457,-0.99
1456.5,-0.99
1470.5,-0.95
1469.5,-0.96
1461.25,-0.9
1458,-0.88
1457.5,-0.89
1472.5,-0.82
1484.5,-0.8
1495,-0.76
1505,-0.82
1507,-0.83
1505,-0.76
1508,-0.81
1531,-0.78
1546.5,-0.73
1536,-0.7
1514.5,-0.7
1487.75,-0.71
1505,-0.69
1517.25,-0.74
1524.5,-0.76
1488.25,-0.79
1511,-0.79
1495,-0.81
1495.5,-0.82
1491.25,-0.82
1488.75,-0.91
1502.75,-0.85
1508.5,-0.84
1520.75,-0.79
1527,-0.8
1521.5,-0.76
1525,-0.79
1537,-0.8
1532.25,-0.74
1540.75,-0.78
1531,-0.75
1542.75,-0.76
1548.4,-0.76
1535.5,-0.76
1534,-0.8
1541,-0.79
1524.7,-0.8
1519,-0.83
1517.75,-0.74
1525,-0.73
1526.25,-0.75
1537,-0.79
1543,-0.78
1546,-0.82
1541.5,-0.71
1521,-0.64
1501,-0.67
1502.5,-0.73
1506,-0.74
1508,-0.75
1492.75,-0.77
1498.75,-0.77
1515.8,-0.74
1526.25,-0.75
1526,-0.69
1543.5,-0.63
1544.5,-0.6
1571.5,-0.59
1592.5,-0.68
1578.5,-0.61
1598.25,-0.58
1602,-0.54
1584.25,-0.62
1600.5,-0.68
1588,-0.61
1618.5,-0.58
1610,-0.57
1621,-0.56
1617.5,-0.52
1613.75,-0.38
1613.5,-0.33
1624,-0.29
1667.5,-0.36
1664.25,-0.24
1665,-0.32
1709.75,-0.2
1770,0
1753.75,0.13
1786,-0.06
1755,0.02
1738,-0.06
1779,-0.05
1792,-0.01
1794.5,-0.09
1862,-0.02
1877.75,-0.03
1886.5,-0.13
1850,-0.25
1716.5,-0.13
1787,-0.15
1791,-0.14
1826,-0.18
1815.5,-0.07
1854,0
1891,-0.05
1844,-0.09
1827,0
1879.5,0.03
1843,0
1806,-0.07
1829,-0.12
1806,-0.13
1778,-0.13
1817,-0.09
1792,-0.04
1810.25,-0.02
1765.5,-0.01
1730,-0.1
1615,-0.12
1671,-0.12
1655,-0.16
1620,-0.17
1629,-0.17
1660,-0.07
1672,-0.05
1600,-0.12
1649.5,-0.13
1651,-0.16
1662,-0.23
1687,-0.26
1673,-0.27
1676,-0.28
1689,-0.24
1658,-0.22
1651,-0.23
1629,-0.22
1623,-0.23
1651,-0.23
1656.25,-0.12
1713,-0.15
1708,-0.24
1735,-0.19
1718,-0.08
1702,0.04
1731,0.07
1732.5,0
1756,0.06
1764,0.1
1794,0.03
1780,0.04
1766,0.04
1780.5,0.01
1765,-0.04
1773,-0.05
1756,-0.06
1730,-0.05
1704,-0.07
1697.5,-0.05
1686,0.01
1676,-0.05
1714,-0.02
1717,-0.01
1704,-0.03
1750,-0.06
1751,0
1744,0.01
1720,-0.01
1731,0.01
1739,-0.01
1712,-0.05
1680,0.01
1665,0.05
1635,0.04
1590,0.01
1589.5,0.05
1593,0.12
1605,0.1
1637.5,0.07
1609,0.07
1607.5,0.04
1584,0.07
1537.5,0.05
1574.5,0.07
1590,0.04
1603,0.08
1614.5,0.1
1621,0.11
1618,0.13
1627,0.08
1641,0.1
1652.5,0.1
1642,0.14
1662,0.17
1657,0.15
1664,0
1646,-0.01
1675,-0.02
1669,0.01
1659,0.12
1713,0.16
1722,0.18
1720.5,0.24
1738,0.28
1744,0.28
1747.5,0.3
1759.5,0.21
1717,0.26
1720,0.21
1743,0.21
1733,0.17
1715.5,0.24
1727,0.22
1721,0.27
1725.5,0.26
1716,0.24
1732,0.23
1737,0.22
1754.75,0.27
1776.5,0.3
1778.5,0.29
1765,0.32
1774.75,0.31
1788,0.28
1721,0.23
1714.5,0.24
1698,0.2
1685.5,0.21
1682.5,0.22
1701.5,0.21
1699.5,0.24
1705.25,0.24
1694.75,0.2
1662,0.07
1646.75,0.08
1649,0.09
1654,0.03
1648.5,0.04
1656,0.08
1636,0.08
1651,0.11
1658,0.08
1694,0.13
1677,0.11
1655.75,0.13
1660.75,0.09
1664,0.14
1674.75,0.06
1631.75,0.05
1622.5,0.08
1643.75,0.24
1654,0.25
1655.5,0.22
1670.5,0.25
1648.25,0.26
1652,0.26
1646.5,0.26
1642,0.21
1640,0.24
1632,0.26
1638.75,0.25
1641.25,0.24
1648.25,0.29
1654,0.3
1662.5,0.3
1661.25,0.28
1652.5,0.28
1642.5,0.27
1629.5,0.3
1627,0.28
1585.5,0.27
1590,0.25
1580.75,0.28
1563,0.33
1559,0.36
1537.5,0.33
1547,0.35
1588,0.39
1590.25,0.41
1575.75,0.38
1555,0.41
1558.5,0.37
1560.5,0.38
1573.75,0.37
1548.75,0.45
1567.5,0.5
1552.5,0.59
1633.25,0.5
1620.75,0.49
1576,0.5
1593,0.53
1589.25,0.48
1612.75,0.51
1619,0.47
1622.25,0.54
1623.5,0.54
1628.5,0.53
1618.75,0.51
1600,0.47
1570.5,0.42
1569,0.47
1583.25,0.45
1567.5,0.45
1567.75,0.48
1569.5,0.46
1596.25,0.5
1608.5,0.48
1616.75,0.51
1591.75,0.53
1581,0.57
1594.5,0.59
1576.5,0.57
1565.5,0.58
1579,0.59
1584,0.61
1595,0.59
1579.5,0.6
1580,0.62
1583,0.67
1571.5,0.68
1573,0.68
1587.5,0.67
1603,0.66
1618.75,0.61
1616.5,0.64
1622.75,0.69
1614.75,0.67
1604.5,0.69
1595,0.66
1606.75,0.68
1613,0.65
1607,0.61
1612.75,0.58
1608.5,0.6
1622.25,0.58
1614.5,0.53
1594.75,0.45
1603.5,0.42
1616.5,0.43
1615.25,0.43
1624,0.45
1640.5,0.55
1662.5,0.62
1666.5,0.6
1663.5,0.68
1664.25,0.64
1657,0.63
1657.75,0.68
1691.5,0.68
1689.5,0.69
1708.5,0.63
1696,0.68
1732.75,0.68
1731,0.68
1742.75,0.61
1730.5,0.72
1772.5,0.76
1767.25,0.74
1756.75,0.73
1774.5,0.75
1760,0.7
1773.75,0.71
1758.5,0.73
1766.75,0.74
1763.75,0.77
1755.25,0.78
1781,0.77
1770.5,0.78
1778.5,0.83
1777.25,0.83
1786.5,0.86
1790,0.82
1770.75,0.81
1763,0.8
1767.25,0.77
1767,0.78
1747.25,0.78
1737.5,0.71
1747.75,0.65
1748,0.66
1732.75,0.71
1725,0.7
1717,0.71
1708.5,0.69
1715,0.63
1704,0.69
1712,0.73
1718,0.78
1723.25,0.77
1708.25,0.73
1679,0.75
1691.75,0.72
1730.5,0.8
1715,0.85
1732.75,0.83
1724.75,0.84
1724.5,0.81
1723.5,0.8
1710,0.81
1723.25,0.78
1734,0.74
1726.75,0.71
1734.75,0.72
1747.25,0.73
1747.25,0.74
1741,0.75
1724.5,0.78
1728.25,0.79
1718,0.81
1706.75,0.83
1703,0.85
1693,0.87
1697,0.86
1708.5,0.87
1709.75,0.84
1712.5,0.79
1694.75,0.73
1696.5,0.74
1690,0.7
1699.5,0.67
1674.5,0.66
1667,0.69
1648.25,0.71
1662.5,0.69
1655.25,0.73
1658.75,0.73
1664,0.67
1681.5,0.62
1684.5,0.54
1632.25,0.55
1653.75,0.6
1653.75,0.6
1663.5,0.64
1663,0.62
1669.5,0.63
1667.75,0.66
1681,0.66
1679.75,0.65
1683.25,0.64
1690,0.66
1692.5,0.68
1692.25,0.66
1677,0.62
1670.25,0.56
1656.75,0.55
1660.5,0.53
1666.25,0.54
1674.5,0.57
1665,0.55
1664.25,0.59
1678,0.55
1670,0.58
1675.75,0.58
1669.75,0.57
1663.5,0.58
1641.75,0.57
1648,0.54
1644,0.56
1629.25,0.53
1613.5,0.52
1602,0.52
1568.5,0.54
1580,0.57
1592.5,0.62
1597.25,0.62
1608.5,0.61
1591,0.64
1570,0.67
1578,0.65
1584.25,0.65
1574,0.61
1580.5,0.56
1577,0.5
1577.5,0.5
1582.5,0.52
1591.5,0.52
1585,0.53
1593.25,0.55
1599.5,0.6
1602.5,0.61
1611.5,0.57
1608.75,0.57
1611.5,0.6
1602.25,0.6
1597.25,0.61
1591,0.64
1602.5,0.64
1597.75,0.63
1568.5,0.65
1545.25,0.7
1552.75,0.74
1577.25,0.69
1572.5,0.67
1581.5,0.6
1555.75,0.65
1548,0.68
1416,0.69
1378,0.65
1379,0.64
1397,0.55
1414,0.59
1425,0.63
1417.25,0.64
1424.5,0.65
1446.5,0.66
1462.25,0.68
1472.5,0.67
1472.75,0.64
1469.5,0.64
1456,0.62
1476.5,0.53
1463,0.5
1454,0.48
1469.5,0.5
1449.25,0.45
1429.75,0.41
1436.5,0.37
1412.25,0.36
1377,0.4
1376.75,0.31
1353.75,0.31
1378.75,0.34
1385.25,0.24
1386,0.24
1385.25,0.26
1379,0.14
1384.5,0.1
1406.25,0.05
1410.25,0.05
1396.75,0.07
1405.25,0.05
1396.5,0.06
1399.5,0.05
1410,-0.03
1376.75,-0.11
1369.5,-0.13
1377.25,-0.21
1386.25,-0.15
1379.75,-0.09
1386,-0.15
1378.5,-0.14
1366,-0.29
1303.25,-0.46
1290.25,-0.59
1283.25,-0.64
1285,-0.64
1229,-0.6
1232,-0.5
1203.25,-0.53
1243.5,-0.48
1260.75,-0.44
1246,-0.48
1232.75,-0.66
1225.5,-0.58
1252,-0.59
1252.25,-0.64
1280.75,-0.56
1275,-0.55
1281.25,-0.47
1286,-0.41
1284.25,-0.38
1279.75,-0.38
1286,-0.29
1313.75,-0.28
1326.75,-0.33
1340,-0.44
1312,-0.44
1327.75,-0.43
1330.75,-0.45
1322.25,-0.46
1331.5,-0.38
1323.75,-0.48
1285.75,-0.42
1311,-0.42
1292,-0.39
1275.5,-0.35
1287.75,-0.34
1305.5,-0.33
1325.75,-0.37
1334,-0.48
1323.25,-0.5
1339.5,-0.6
1360.75,-0.68
1375.25,-0.75
1365.75,-0.67
1360,-0.73
1370.5,-0.79
1374.5,-0.69
1411,-0.57
1425.5,-0.63
1406.25,-0.65
1392.75,-0.68
1391.25,-0.76
1403.75,-0.83
1391.75,-0.92
1368.25,-0.87
1386,-0.84
1373,-0.86
1365.25,-0.8
1340.25,-0.81
1308.25,-0.8
1314.75,-0.76
1317.25,-0.7
1299.75,-0.49
1363.5,-0.55
1355.25,-0.52
1321.75,-0.46
1316.5,-0.48
1320.25,-0.45
1332.5,-0.47
1321.5,-0.46
1335.75,-0.45
1332.25,-0.46
1293.75,-0.43
1309,-0.43
1316,-0.46
1311,-0.45
1321,-0.48
1309.5,-0.47
1298,-0.5
1285.75,-0.5
1255.5,-0.54
1278.25,-0.5
1308.5,-0.45
1317,-0.42
1316,-0.44
1311.75,-0.37
1333,-0.36
1336.25,-0.36
1341.75,-0.34
1351,-0.35
1346.75,-0.35
1349.5,-0.37
1333.75,-0.4
1314.75,-0.5
1314.25,-0.5
1311.25,-0.55
1317,-0.48
1316,-0.46
1309,-0.59
1281,-0.62
1276,-0.58
1283.25,-0.51
1281.75,-0.53
1283.5,-0.48
1272.25,-0.53
1271.5,-0.64
1248.5,-0.6
1241.75,-0.56
1231.75,-0.56
1250.75,-0.54
1250.75,-0.58
1245.25,-0.6
1237.5,-0.66
1219,-0.64
1213,-0.73
1234,-0.76
1230.75,-0.77
1228.5,-0.74
1245.75,-0.69
1255.25,-0.71
1243.5,-0.75
1222.75,-0.72
1229.5,-0.71
1237.25,-0.67
1233.25,-0.72
1205.25,-0.79
1195,-0.73
1192.75,-0.76
1196.5,-0.8
1209.25,-0.8
1201.5,-0.76
1201.5,-0.8
1219.75,-0.74
1232.25,-0.75
1238,-0.72
1237.5,-0.7
1226.5,-0.72
1226,-0.66
1232.25,-0.59
1246,-0.57
1248.75,-0.62
1238,-0.62
1237.25,-0.61
1241,-0.58
1247.75,-0.59
1239.5,-0.62
1244.25,-0.66
1259.25,-0.61
1270,-0.64
1253.5,-0.62
1254.75,-0.55
1254,-0.57
1246.5,-0.53
1246.5,-0.47
1253,-0.51
1257,-0.56
1258.5,-0.57
1260,-0.53
1273.5,-0.51
1282.75,-0.56
1286.5,-0.59
1290.25,-0.56
1308.5,-0.59
1314,-0.57
1318.75,-0.6
1313.75,-0.63
1320.75,-0.61
1333,-0.59
1332.75,-0.55
1340,-0.51
1331,-0.49
1327.75,-0.49
1344.25,-0.44
1339.5,-0.52
1333.5,-0.52
1334.25,-0.53
1348.25,-0.57
1334.25,-0.57
1348,-0.57
1355.75,-0.54
1371,-0.49
1370,-0.48
1379,-0.52
1362.5,-0.5
1346,-0.62
1327,-0.66
1338.5,-0.61
1322,-0.59
1314.75,-0.61
1314.5,-0.57
1295,-0.56
1295.75,-0.6
1294,-0.6
1286.5,-0.63
1284,-0.68
1287.25,-0.66
1293.5,-0.61
1299,-0.59
1314.75,-0.58
1309.75,-0.57
1321.5,-0.51
1317.25,-0.5
1324.5,-0.52
1311.5,-0.5
1299,-0.48
1299.25,-0.52
1290.75,-0.52
1283.5,-0.49
1283.5,-0.49
1294.25,-0.48
1302,-0.52
1289.75,-0.53
1292,-0.49
1283,-0.43
1285,-0.41
1308.5,-0.45
1311,-0.42
1291.25,-0.42
1289,-0.44
1292.75,-0.48
1292.75,-0.45
1300.25,-0.37
1303.75,-0.31
1293.75,-0.34
1301,-0.37
1291.5,-0.35
1292,-0.36
1294.5,-0.35
1292,-0.32
1283,-0.31
1265.25,-0.22
1254,-0.22
1254,-0.26
1244.75,-0.32
1244.25,-0.41
1246,-0.44
1244.75,-0.41
1254,-0.4
1255,-0.41
1253.5,-0.43
1262.5,-0.43
1261.75,-0.39
1273,-0.41
1281.75,-0.41
1264.5,-0.43
1269,-0.38
1282,-0.39
1310,-0.35
1313.5,-0.35
1323,-0.31
1312,-0.29
1311.5,-0.26
1315.25,-0.27
1313,-0.27
1325.75,-0.32
1326.75,-0.38
1322.5,-0.37
1313.25,-0.36
1318.25,-0.31
1322.5,-0.28
1343.25,-0.27
1336.5,-0.25
1321.25,-0.28
1312,-0.31
1297.5,-0.32
1302.75,-0.24
1310.25,-0.26
1312.75,-0.25
1307,-0.25
1307.5,-0.25
1300,-0.25
1292.5,-0.2
1305,-0.22
1307.5,-0.2
1297.5,-0.29
1295,-0.29
1284.5,-0.25
1293.5,-0.26
1292.75,-0.25
1288.5,-0.24
1302,-0.19
1317.5,-0.19
1308.25,-0.19
1311,-0.22
1309.25,-0.2
1315,-0.19
1313.6,-0.16
1302.75,-0.21
1300.25,-0.23
1294.5,-0.26
1280.5,-0.24
1281,-0.26
1286.5,-0.25
1285,-0.23
1288,-0.21
1285.75,-0.23
1277.75,-0.27
1268.5,-0.24
1271,-0.28
1264,-0.31
1267.25,-0.35
1256,-0.39
1254.25,-0.44
1247,-0.42
1237.25,-0.49
1234.75,-0.47
1238.75,-0.48
1236.5,-0.56
1223,-0.61
1222.5,-0.56
1214,-0.58
1225,-0.52
1224,-0.54
1210.5,-0.5
1222.25,-0.57
1217.75,-0.55
1210,-0.55
1208.5,-0.46
1214.5,-0.49
1207.5,-0.52
1193.25,-0.5
1207.5,-0.44
1220,-0.39
1227.5,-0.37
1222.25,-0.35
1233,-0.29
1223.5,-0.29
1241,-0.28
1238,-0.3
1241,-0.29
1251.75,-0.33
1246.75,-0.34
1240.5,-0.38
1231.75,-0.39
1230.5,-0.38
1228.25,-0.39
1228,-0.42
1205.75,-0.42
1173.25,-0.43
1170.75,-0.43
1169.25,-0.43
1145.25,-0.43
1144.5,-0.45
1145,-0.38
1172,-0.44
1163.25,-0.46
1161,-0.47
1154,-0.43
1187,-0.48
1202,-0.48
1200.75,-0.53
1194,-0.49
1193.25,-0.45
1196,-0.44
1202.25,-0.42
1195.75,-0.42
1184.5,-0.39
1178.75,-0.43
1197,-0.51
1203.25,-0.5
1204,-0.48
1204.5,-0.56
1195.25,-0.55
1206.5,-0.49
1228.25,-0.47
1219.5,-0.49
1223.5,-0.46
1210.75,-0.5
1199.25,-0.42
1199,-0.49
1210.75,-0.57
1197.5,-0.49
1195.25,-0.47
1179.5,-0.56
1177,-0.59
1194,-0.57
1186.5,-0.56
1199.25,-0.49
1184.25,-0.41
1192,-0.4
1211,-0.41
1213.75,-0.39
1206.5,-0.41
1211.25,-0.36
1222,-0.35
1239,-0.37
1228.75,-0.29
1235.25,-0.19
1258.25,-0.23
1292.25,-0.23
1298,-0.26
1287,-0.29
1293.5,-0.21
1282.75,-0.22
1279,-0.17
1287,-0.12
1275.5,-0.15
1263.5,-0.03
1274.25,-0.03
1281,-0.09
1269.25,-0.1
1263.75,-0.13
1264,-0.24
1242.25,-0.25
1237.5,-0.31
1235.5,-0.32
1225.25,-0.33
1225.75,-0.34
1221.75,-0.43
1206.5,-0.36
1217.75,-0.37
1203.5,-0.38
1193.5,-0.34
1195.5,-0.27
1206.5,-0.24
1220,-0.24
1205,-0.17
1216.75,-0.25
1207.75,-0.26
1204.25,-0.25
1199.75,-0.27
1196.5,-0.41
1173.75,-0.44
1161,-0.41
1158.75,-0.39
1161.25,-0.39
1156.5,-0.44
1157,-0.45
1154.75,-0.42
1149,-0.23
1164,-0.19
1171.75,-0.17
1181.4,-0.17
1193.25,-0.11
1192.55,-0.12
1209.4,-0.21
1198,-0.19
1187.4,-0.23
1179.25,-0.18
1181.25,-0.07
1201.5,-0.11
1208.5,-0.04
1211.1,-0.08
1196,-0.13
1201.9,-0.14
1197.85,-0.14
1191.45,-0.1
1189.85,-0.07
1204.6,-0.05
1204.55,0.02
1203.25,-0.01
1197.7,-0.06
1202.4,-0.12
1187.75,-0.07
1192.15,-0.04
1182.75,-0.03
1201.4,-0.11
1204.8,-0.14
1204.3,-0.11
1179,-0.18
1187.4,-0.25
1191.25,-0.34
1183,-0.3
1185.25,-0.28
1184.75,-0.4
1184.45,-0.4
1193,-0.41
1214.75,-0.36
1216.3,-0.31
1228.15,-0.37
1219.65,-0.42
1206.75,-0.38
1209.6,-0.35
1211,-0.34
1194,-0.32
1187.85,-0.34
1189.45,-0.33
1190.4,-0.32
1187.3,-0.39
1188.75,-0.44
1186.6,-0.55
1182.45,-0.5
1175.9,-0.55
1173.4,-0.54
1181,-0.56
1186,-0.63
1180.5,-0.56
1179.25,-0.55
1178.25,-0.51
1182.1,-0.44
1178.5,-0.42
1198,-0.46
1198.15,-0.4
1193.7,-0.47
1183.35,-0.5
1175.75,-0.48
1174.6,-0.49
1174.4,-0.57
1176.5,-0.46
1175,-0.48
1171.7,-0.54
1164.3,-0.49
1164.25,-0.43
1166.25,-0.4
1154.25,-0.39
1162.1,-0.47
1162.4,-0.55
1154.95,-0.58
1153.2,-0.56
1154.75,-0.52
1145.1,-0.52
1143,-0.51
1115,-0.56
1108,-0.53
1096.8,-0.53
1101.65,-0.49
1083.75,-0.51
1098.6,-0.5
1095.6,-0.51
1096.75,-0.52
1085.65,-0.51
1080.05,-0.46
1093,-0.46
1092.6,-0.52
1086.5,-0.58
1085,-0.56
1091.35,-0.52
1094.8,-0.55
1113.25,-0.49
1116.8,-0.52
1117.35,-0.57
1116.75,-0.58
1117.3,-0.58
1119.15,-0.62
1123.2,-0.55
1137.95,-0.53
1149.35,-0.52
1153.5,-0.52
1154.25,-0.59
1134.4,-0.65
1128.5,-0.6
1125.5,-0.58
1141.9,-0.6
1140,-0.64
1130.05,-0.64
1125,-0.62
1120.85,-0.67
1122.3,-0.65
1107.75,-0.64
1106.35,-0.61
1108,-0.62
1105.5,-0.72
1109.75,-0.73
1118.15,-0.63
1136,-0.58
1136.85,-0.66
1129.3,-0.63
1124.6,-0.64
1134.45,-0.64
1145.5,-0.71
1137.5,-0.71
1124.6,-0.66
1122.5,-0.65
1114.2,-0.59
1106.3,-0.51
1134.35,-0.56
1136.9,-0.53
1147.9,-0.53
1143.3,-0.54
1151.5,-0.58
1154.4,-0.54
1173.7,-0.5
1183.35,-0.54
1176.35,-0.56
1171.65,-0.59
1173.7,-0.6
1174.4,-0.59
1166.45,-0.57
1171.55,-0.58
1168.5,-0.59
1165.75,-0.57
1171.5,-0.63
1159,-0.67
1147.75,-0.63
1135.8,-0.65
1130.9,-0.65
1118,-0.68
1107.3,-0.71
1107.7,-0.75
1095.6,-0.76
1092.5,-0.77
1087.6,-0.78
1083.75,-0.76
1094.5,-0.76
1080.8,-0.72
1070.5,-0.71
1073.1,-0.68
1085.15,-0.66
1068.35,-0.64
1073,-0.62
1072.2,-0.62
1064.65,-0.62
1055.65,-0.62
1069.25,-0.58
1066.9,-0.62
1050.6,-0.72
